CustomerID,Age,Gender,Item Purchased,Category,PurchaseAmount,Location,Size,Color,Season,Review Rating,Subscription,Shipping,Discount,Promo,Previous Purchases,Payment Method,Frequency of Purchase
CUST0195,61,Female,Sandals,Footwear,180.95,Philadelphia,L,Blue,Spring,3.7,Yes,Free Shipping,10%,No,16,PayPal,Quarterly
CUST0196,38,Male,Loafers,Footwear,158.28,Dallas,L,Black,Winter,4.5,No,Express,None,No,0,PayPal,Monthly
CUST0197,65,Male,Sweater,Clothing,100.06,Chicago,L,Brown,Winter,2.7,No,Standard,None,No,17,Debit Card,Bi-Weekly
CUST0198,39,Male,Boots,Footwear,182.3,Los Angeles,XS,Grey,Winter,2.1,No,Express,20%,No,22,Cash,Monthly
CUST0199,18,Female,Watch,Accessories,27.37,Philadelphia,XXL,Purple,Spring,3.9,Yes,Standard,20%,Yes,16,Debit Card,Weekly
CUST0200,52,Male,Jeans,Clothing,137.79,New York,L,Yellow,Winter,3.6,Yes,Free Shipping,30%,Yes,5,Debit Card,Monthly
CUST0201,33,Male,Jacket,Clothing,55.17,Seattle,S,Green,Summer,3.2,No,Next Day,None,No,14,Debit Card,Bi-Weekly
CUST0202,33,Female,Heels,Footwear,90.46,San Diego,L,Blue,Spring,3.9,No,Next Day,20%,No,3,Bank Transfer,Monthly
CUST0203,46,Male,Dress,Clothing,169.98,San Diego,L,Purple,Winter,3.3,No,Standard,None,No,27,Cash,Monthly
CUST0204,39,Male,Windbreaker,Outerwear,101.25,San Diego,S,Brown,Summer,5.0,No,Free Shipping,10%,Yes,25,Bank Transfer,Monthly
CUST0205,45,Male,Blazer,Outerwear,114.98,Philadelphia,L,Brown,Fall,4.3,Yes,Express,None,Yes,23,Bank Transfer,Monthly
CUST0206,50,Female,Hoodie,Clothing,68.31,Boston,XL,Green,Summer,3.6,Yes,Express,20%,No,1,Bank Transfer,Monthly
CUST0207,46,Female,Flats,Footwear,73.7,Seattle,L,Blue,Winter,3.5,No,Next Day,40%,No,5,Cash,Bi-Weekly
CUST0208,40,Male,Dress,Clothing,54.23,Boston,XXL,Red,Winter,4.2,No,Free Shipping,None,No,17,PayPal,Monthly
CUST0209,25,Male,Blazer,Outerwear,263.56,New York,M,Pink,Spring,3.3,Yes,Next Day,20%,No,29,Cash,Weekly
CUST0210,45,Female,Sweater,Clothing,108.32,Phoenix,S,Grey,Summer,4.6,No,Next Day,None,No,30,Credit Card,Monthly
CUST0211,27,Female,Coat,Outerwear,122.22,New York,XS,Pink,Spring,4.4,No,Next Day,20%,No,18,Credit Card,Monthly
CUST0212,35,Male,T-Shirt,Clothing,60.16,Phoenix,M,White,Winter,3.7,No,Standard,None,No,19,Cash,Weekly
CUST0213,58,Male,Handbag,Accessories,20.22,Seattle,XL,Red,Spring,4.0,No,Next Day,10%,No,12,Debit Card,Quarterly
CUST0214,64,Male,Shorts,Clothing,171.43,Phoenix,XL,Red,Fall,3.7,No,Free Shipping,10%,Yes,7,Credit Card,Bi-Weekly
CUST0215,45,Female,Flats,Footwear,48.16,Dallas,XL,Red,Summer,1.8,No,Next Day,20%,Yes,23,Credit Card,Monthly
CUST0216,40,Male,Jacket,Clothing,26.01,Phoenix,XXL,Brown,Spring,3.9,No,Next Day,10%,Yes,29,Debit Card,Bi-Weekly
CUST0217,37,Male,Sweater,Clothing,161.24,Seattle,XL,Pink,Summer,4.6,Yes,Express,20%,Yes,3,PayPal,Bi-Weekly
CUST0218,64,Female,Dress,Clothing,84.92,Dallas,XXL,Green,Summer,3.1,No,Standard,None,No,15,Debit Card,Quarterly
CUST0219,26,Male,Shorts,Clothing,172.36,Phoenix,XL,Yellow,Spring,2.6,No,Standard,None,No,24,Debit Card,Quarterly
CUST0220,23,Male,Belt,Accessories,32.69,San Diego,XL,Brown,Spring,4.4,Yes,Standard,None,Yes,25,Cash,Rarely
CUST0221,29,Female,Handbag,Accessories,96.5,Boston,L,Red,Summer,3.8,Yes,Free Shipping,30%,Yes,2,Debit Card,Monthly
CUST0222,41,Male,Scarf,Accessories,87.66,Seattle,XS,Black,Winter,4.3,Yes,Standard,None,No,5,Bank Transfer,Rarely
CUST0223,29,Female,Belt,Accessories,34.1,Philadelphia,M,Brown,Spring,3.0,Yes,Express,10%,No,23,PayPal,Monthly
CUST0224,50,Male,Hoodie,Clothing,23.17,Phoenix,M,Black,Summer,3.0,Yes,Standard,30%,No,20,PayPal,Monthly
CUST0225,36,Female,T-Shirt,Clothing,73.19,New York,XL,Red,Summer,3.7,No,Free Shipping,None,No,3,Bank Transfer,Weekly
CUST0226,27,Male,Jeans,Clothing,176.86,Boston,XS,White,Summer,3.4,No,Next Day,None,No,25,Debit Card,Monthly
CUST0227,29,Male,T-Shirt,Clothing,62.28,Los Angeles,L,Grey,Summer,3.7,No,Express,10%,Yes,15,Bank Transfer,Rarely
CUST0228,37,Female,T-Shirt,Clothing,93.28,Los Angeles,XXL,Green,Summer,2.7,No,Express,None,No,2,Credit Card,Monthly
CUST0229,53,Male,Boots,Footwear,145.57,Houston,S,Brown,Spring,3.6,No,Standard,None,No,21,Credit Card,Monthly
CUST0230,26,Male,Windbreaker,Outerwear,204.31,Philadelphia,XS,Purple,Summer,4.0,No,Express,None,No,5,Credit Card,Monthly
CUST0231,26,Male,Sweater,Clothing,21.45,Seattle,S,White,Winter,5.0,Yes,Free Shipping,None,No,24,Cash,Weekly
CUST0232,63,Male,T-Shirt,Clothing,32.34,Dallas,M,White,Fall,4.8,Yes,Standard,20%,Yes,1,Debit Card,Rarely
CUST0233,30,Female,Jacket,Clothing,52.05,Dallas,M,Purple,Spring,4.9,No,Express,20%,Yes,23,Cash,Monthly
CUST0234,35,Female,Coat,Outerwear,246.84,Boston,M,Yellow,Summer,4.3,No,Express,10%,No,1,Cash,Monthly
CUST0235,30,Female,Boots,Footwear,144.19,Houston,L,Black,Fall,3.2,No,Express,20%,Yes,23,Bank Transfer,Bi-Weekly
CUST0236,45,Male,Jeans,Clothing,139.48,Houston,M,Blue,Winter,2.0,Yes,Next Day,30%,No,2,Debit Card,Monthly
CUST0237,69,Female,Shorts,Clothing,146.29,Houston,XXL,Purple,Spring,4.2,No,Free Shipping,None,Yes,4,Bank Transfer,Monthly
CUST0238,56,Female,Boots,Footwear,131.5,Boston,XS,Pink,Winter,3.6,No,Standard,None,Yes,4,Bank Transfer,Monthly
CUST0239,64,Female,Scarf,Accessories,32.04,Philadelphia,XXL,Black,Summer,4.5,Yes,Free Shipping,20%,No,17,Debit Card,Monthly
CUST0240,51,Male,Jacket,Clothing,53.9,San Diego,XXL,Blue,Summer,4.5,Yes,Next Day,10%,No,10,Credit Card,Monthly
CUST0241,20,Female,Dress,Clothing,85.9,Chicago,XL,Yellow,Spring,3.2,No,Next Day,30%,No,1,Bank Transfer,Weekly
CUST0242,41,Female,Hoodie,Clothing,101.97,Phoenix,S,Black,Fall,4.3,Yes,Standard,40%,No,12,Credit Card,Quarterly
CUST0243,32,Male,Boots,Footwear,151.26,Philadelphia,L,Brown,Winter,3.0,No,Standard,20%,No,24,PayPal,Bi-Weekly
CUST0244,31,Male,Shorts,Clothing,49.35,Seattle,XL,Blue,Fall,4.4,Yes,Express,10%,Yes,1,Debit Card,Weekly
CUST0245,64,Male,Scarf,Accessories,122.75,Los Angeles,S,Yellow,Fall,3.9,Yes,Standard,10%,Yes,16,PayPal,Weekly
CUST0246,21,Male,Belt,Accessories,68.57,Boston,M,White,Summer,4.7,No,Standard,None,No,10,Bank Transfer,Weekly
CUST0247,25,Male,Jacket,Clothing,113.39,Boston,L,Black,Fall,4.3,No,Next Day,20%,No,6,Cash,Bi-Weekly
CUST0248,34,Female,Coat,Outerwear,239.68,Phoenix,S,Red,Summer,4.4,No,Express,20%,Yes,2,Bank Transfer,Quarterly
CUST0249,57,Male,Hoodie,Clothing,49.66,Boston,L,Black,Summer,4.6,No,Next Day,None,No,29,Credit Card,Bi-Weekly
CUST0250,55,Male,Boots,Footwear,152.73,Phoenix,S,Red,Fall,4.0,Yes,Free Shipping,20%,No,0,Cash,Quarterly
CUST0251,45,Female,Handbag,Accessories,19.52,Dallas,XXL,White,Winter,3.6,Yes,Next Day,None,No,4,Bank Transfer,Monthly
CUST0252,19,Female,Sandals,Footwear,81.07,Philadelphia,M,Red,Winter,4.2,Yes,Free Shipping,20%,No,21,PayPal,Rarely
CUST0253,33,Male,Shorts,Clothing,70.9,Phoenix,M,Yellow,Summer,3.6,Yes,Next Day,10%,No,29,PayPal,Weekly
CUST0254,38,Male,Coat,Outerwear,196.73,Houston,XL,Blue,Fall,4.6,No,Standard,None,Yes,24,PayPal,Quarterly
CUST0255,45,Male,Jeans,Clothing,121.29,Houston,XXL,Black,Summer,1.9,No,Standard,10%,No,17,Bank Transfer,Monthly
CUST0256,40,Male,Sandals,Footwear,65.96,San Diego,XS,Brown,Spring,2.8,Yes,Express,None,No,4,Cash,Monthly
CUST0257,39,Female,Skirt,Clothing,126.84,Los Angeles,XS,Pink,Fall,3.5,No,Next Day,10%,No,19,PayPal,Monthly
CUST0258,30,Female,Coat,Outerwear,193.15,Los Angeles,L,Yellow,Summer,4.1,No,Next Day,None,Yes,5,Bank Transfer,Monthly
CUST0259,37,Female,Hoodie,Clothing,59.41,Dallas,M,Green,Fall,4.4,Yes,Free Shipping,None,Yes,15,Bank Transfer,Rarely
CUST0260,25,Male,Sneakers,Footwear,191.77,Houston,L,Pink,Spring,5.0,No,Standard,20%,No,29,Bank Transfer,Weekly
CUST0261,24,Female,Jeans,Clothing,46.9,Boston,L,Green,Winter,3.3,No,Express,None,Yes,23,Cash,Bi-Weekly
CUST0262,25,Male,Watch,Accessories,48.71,Boston,L,Black,Winter,3.8,No,Next Day,40%,Yes,27,Cash,Bi-Weekly
CUST0263,41,Male,Shorts,Clothing,63.42,Phoenix,XXL,Purple,Winter,4.4,Yes,Next Day,10%,Yes,29,Credit Card,Monthly
CUST0264,59,Male,Raincoat,Outerwear,154.65,Philadelphia,XL,Brown,Winter,4.9,No,Next Day,20%,No,8,Bank Transfer,Rarely
CUST0265,43,Male,Windbreaker,Outerwear,180.69,Philadelphia,M,Pink,Spring,5.0,No,Express,None,No,11,PayPal,Quarterly
CUST0266,62,Male,Sweater,Clothing,150.86,Chicago,XL,Brown,Winter,3.5,No,Free Shipping,None,No,5,Credit Card,Quarterly
CUST0267,55,Female,Shorts,Clothing,49.64,Philadelphia,S,Yellow,Winter,3.1,No,Next Day,10%,No,12,PayPal,Rarely
CUST0268,66,Male,Windbreaker,Outerwear,261.28,Phoenix,XXL,Red,Spring,3.3,Yes,Free Shipping,None,No,30,Cash,Weekly
CUST0269,66,Female,Backpack,Accessories,69.6,New York,S,Grey,Summer,3.2,No,Free Shipping,None,Yes,0,Debit Card,Quarterly
CUST0270,66,Female,Loafers,Footwear,175.71,San Diego,S,Yellow,Summer,3.1,No,Express,40%,No,15,Bank Transfer,Quarterly
CUST0271,38,Female,Dress,Clothing,52.71,Seattle,L,Purple,Winter,3.9,No,Free Shipping,10%,Yes,19,Credit Card,Monthly
CUST0272,61,Male,Handbag,Accessories,124.29,Seattle,L,Black,Spring,2.2,Yes,Standard,None,No,15,Cash,Monthly
CUST0273,68,Male,Watch,Accessories,97.43,Phoenix,XL,Grey,Fall,2.9,No,Express,None,Yes,25,PayPal,Monthly
CUST0274,68,Male,Belt,Accessories,57.41,Chicago,S,Grey,Fall,4.3,No,Free Shipping,10%,No,20,Cash,Quarterly
CUST0275,69,Female,Blazer,Outerwear,137.6,Houston,S,Black,Spring,3.6,Yes,Next Day,40%,Yes,12,PayPal,Bi-Weekly
CUST0276,18,Female,Jacket,Clothing,74.94,New York,L,Grey,Winter,4.3,Yes,Next Day,None,Yes,7,Cash,Bi-Weekly
CUST0277,42,Male,Sweater,Clothing,100.24,Seattle,S,Red,Winter,3.7,Yes,Free Shipping,30%,No,9,Debit Card,Rarely
CUST0278,29,Male,Belt,Accessories,111.21,Los Angeles,S,Red,Winter,2.6,No,Free Shipping,None,Yes,25,Credit Card,Quarterly
CUST0279,42,Female,Coat,Outerwear,257.74,Houston,XXL,Purple,Summer,4.1,Yes,Free Shipping,None,Yes,0,Credit Card,Monthly
CUST0280,65,Female,Dress,Clothing,137.28,Los Angeles,XL,Blue,Summer,3.4,No,Next Day,30%,No,3,Credit Card,Rarely
CUST0281,22,Female,Dress,Clothing,112.3,Philadelphia,XL,Green,Spring,3.0,No,Express,20%,Yes,12,PayPal,Monthly
CUST0282,30,Male,Jeans,Clothing,139.71,Philadelphia,L,Purple,Summer,3.7,Yes,Free Shipping,20%,Yes,28,Debit Card,Weekly
CUST0283,18,Male,Jacket,Clothing,54.92,Boston,XXL,Purple,Spring,3.8,No,Express,10%,No,24,Credit Card,Monthly
CUST0284,55,Male,T-Shirt,Clothing,77.33,Philadelphia,M,Grey,Spring,3.9,No,Standard,None,No,12,Bank Transfer,Bi-Weekly
CUST0285,39,Female,Sweater,Clothing,129.42,Boston,L,Yellow,Summer,3.4,No,Express,40%,No,4,Bank Transfer,Bi-Weekly
CUST0286,36,Male,Shorts,Clothing,170.16,Chicago,XS,Blue,Fall,3.8,Yes,Free Shipping,None,No,11,Bank Transfer,Monthly
CUST0287,18,Male,Raincoat,Outerwear,138.72,Phoenix,XXL,Red,Winter,5.0,Yes,Next Day,30%,Yes,13,Debit Card,Bi-Weekly
CUST0288,25,Female,Belt,Accessories,155.46,Seattle,XL,White,Winter,3.2,Yes,Next Day,30%,No,30,Credit Card,Bi-Weekly
CUST0289,35,Female,Skirt,Clothing,128.39,San Diego,XL,Yellow,Winter,5.0,No,Express,None,No,10,Debit Card,Quarterly
CUST0290,54,Female,Sneakers,Footwear,141.01,Dallas,M,Blue,Summer,3.4,Yes,Standard,20%,Yes,15,Credit Card,Quarterly
CUST0291,23,Male,Skirt,Clothing,171.48,Boston,M,Brown,Winter,4.8,Yes,Express,20%,Yes,10,Credit Card,Bi-Weekly
CUST0292,64,Male,Sweater,Clothing,69.15,Seattle,L,White,Spring,3.4,No,Free Shipping,20%,No,22,Credit Card,Quarterly
CUST0293,58,Male,Shorts,Clothing,125.87,Phoenix,XL,Yellow,Spring,3.0,Yes,Standard,None,No,2,Cash,Weekly
CUST0294,28,Female,Blazer,Outerwear,193.49,Chicago,XL,Purple,Winter,4.1,Yes,Next Day,None,Yes,17,Debit Card,Monthly
CUST0295,19,Female,Shorts,Clothing,64.04,San Diego,XXL,Grey,Winter,3.0,No,Express,None,Yes,6,Credit Card,Bi-Weekly
CUST0296,43,Female,Sunglasses,Accessories,43.02,Phoenix,XXL,Pink,Winter,4.5,Yes,Free Shipping,None,No,21,Bank Transfer,Quarterly
CUST0297,69,Male,Flats,Footwear,75.01,Houston,XL,Red,Spring,3.3,Yes,Next Day,None,Yes,22,Debit Card,Weekly
CUST0298,36,Male,Sweater,Clothing,148.46,Philadelphia,XL,Red,Summer,3.1,Yes,Free Shipping,None,Yes,10,PayPal,Monthly
CUST0299,37,Male,Handbag,Accessories,94.11,Boston,L,White,Spring,4.2,No,Express,10%,Yes,21,Debit Card,Quarterly
CUST0300,38,Male,Sneakers,Footwear,153.01,Phoenix,S,Red,Summer,5.0,No,Next Day,20%,No,30,Bank Transfer,Monthly
CUST0301,38,Female,Dress,Clothing,116.51,New York,M,Black,Fall,2.5,Yes,Express,20%,No,16,Cash,Weekly
CUST0302,67,Male,Hoodie,Clothing,174.21,Chicago,S,Black,Summer,3.9,No,Next Day,None,Yes,2,Cash,Bi-Weekly
CUST0303,27,Female,Sunglasses,Accessories,151.74,Boston,XL,Yellow,Winter,4.7,Yes,Standard,30%,Yes,21,Credit Card,Rarely
CUST0304,19,Female,T-Shirt,Clothing,73.12,Boston,XS,Purple,Winter,2.8,No,Next Day,None,No,11,Credit Card,Monthly
CUST0305,44,Female,Watch,Accessories,111.25,San Diego,XL,Purple,Summer,3.9,Yes,Express,None,No,28,Debit Card,Monthly
CUST0306,62,Female,Jacket,Clothing,136.29,Houston,XS,Black,Spring,4.5,No,Express,10%,Yes,30,Bank Transfer,Bi-Weekly
CUST0307,38,Female,Jacket,Clothing,40.44,New York,XL,Pink,Summer,3.4,Yes,Express,None,Yes,11,Credit Card,Monthly
CUST0308,62,Male,Loafers,Footwear,109.38,New York,XL,Blue,Spring,3.7,No,Express,None,No,7,Bank Transfer,Rarely
CUST0309,46,Female,Sneakers,Footwear,185.27,Seattle,XS,Red,Winter,5.0,Yes,Free Shipping,20%,No,4,PayPal,Monthly
CUST0310,37,Female,Belt,Accessories,82.25,Boston,XL,Black,Spring,3.0,No,Next Day,20%,Yes,30,PayPal,Monthly
CUST0311,44,Female,Sunglasses,Accessories,115.55,Chicago,XXL,Blue,Summer,4.6,Yes,Free Shipping,None,Yes,3,Cash,Monthly
CUST0312,60,Male,Flats,Footwear,76.82,Boston,S,Blue,Summer,4.4,Yes,Standard,10%,Yes,7,PayPal,Quarterly
CUST0313,48,Male,Blazer,Outerwear,108.44,Los Angeles,M,Blue,Winter,4.6,No,Next Day,None,No,5,Credit Card,Rarely
CUST0314,64,Female,Heels,Footwear,48.81,Houston,XS,Purple,Summer,4.2,No,Free Shipping,30%,No,6,Bank Transfer,Monthly
CUST0315,69,Female,T-Shirt,Clothing,120.5,Philadelphia,XS,Pink,Spring,4.0,Yes,Next Day,10%,Yes,25,Credit Card,Weekly
CUST0316,31,Female,Jacket,Clothing,29.78,New York,M,Red,Spring,4.2,No,Express,30%,No,27,Debit Card,Monthly
CUST0317,69,Female,Flats,Footwear,46.37,Boston,S,Brown,Fall,4.1,No,Express,None,Yes,8,Credit Card,Bi-Weekly
CUST0318,34,Female,Heels,Footwear,73.63,Houston,XS,Pink,Summer,3.9,Yes,Standard,10%,Yes,25,PayPal,Bi-Weekly
CUST0319,44,Female,Boots,Footwear,202.98,Chicago,M,Red,Spring,2.6,Yes,Next Day,None,No,15,Credit Card,Quarterly
CUST0320,19,Female,Dress,Clothing,166.53,Los Angeles,S,Green,Fall,3.2,No,Standard,None,No,3,Debit Card,Bi-Weekly
CUST0321,36,Male,Watch,Accessories,76.29,Seattle,XXL,Green,Winter,4.2,No,Standard,10%,No,6,Debit Card,Monthly
CUST0322,35,Male,Skirt,Clothing,50.29,Philadelphia,XL,Purple,Spring,4.8,No,Free Shipping,20%,No,17,Debit Card,Bi-Weekly
CUST0323,19,Female,Flats,Footwear,208.04,San Diego,M,Pink,Winter,2.0,No,Free Shipping,10%,No,20,Bank Transfer,Quarterly
CUST0324,59,Male,Sunglasses,Accessories,90.89,San Diego,S,Pink,Spring,2.7,Yes,Free Shipping,None,Yes,9,PayPal,Weekly
CUST0325,46,Male,Sweater,Clothing,161.37,Houston,M,Green,Fall,3.2,Yes,Free Shipping,10%,No,14,Credit Card,Monthly
CUST0326,24,Male,Coat,Outerwear,244.45,Seattle,XXL,Grey,Spring,3.3,No,Standard,None,No,1,Credit Card,Weekly
CUST0327,43,Female,T-Shirt,Clothing,102.97,Philadelphia,XL,Brown,Summer,3.3,No,Free Shipping,10%,Yes,10,Cash,Bi-Weekly
CUST0328,44,Female,Hoodie,Clothing,98.34,Houston,L,Black,Winter,2.8,Yes,Express,None,No,7,Bank Transfer,Bi-Weekly
CUST0329,35,Male,Skirt,Clothing,53.25,Los Angeles,XS,Pink,Fall,3.1,No,Free Shipping,None,No,14,Bank Transfer,Bi-Weekly
CUST0330,60,Male,Dress,Clothing,117.96,Philadelphia,M,White,Winter,4.0,No,Next Day,20%,No,23,Cash,Quarterly
CUST0331,54,Female,Handbag,Accessories,144.07,San Diego,L,Yellow,Summer,3.4,Yes,Next Day,20%,No,5,Cash,Quarterly
CUST0332,57,Male,Sandals,Footwear,218.43,Philadelphia,M,Pink,Fall,5.0,No,Next Day,None,No,0,Credit Card,Monthly
CUST0333,62,Female,Dress,Clothing,53.62,Philadelphia,M,Brown,Spring,4.7,No,Free Shipping,None,No,19,Bank Transfer,Monthly
CUST0334,70,Female,Sweater,Clothing,115.89,Los Angeles,XS,Purple,Summer,3.3,No,Free Shipping,None,No,8,Bank Transfer,Monthly
CUST0335,70,Male,Dress,Clothing,29.74,New York,L,Brown,Spring,3.1,No,Express,10%,No,2,Debit Card,Monthly
CUST0336,33,Female,Handbag,Accessories,147.39,Boston,M,Black,Summer,3.6,Yes,Next Day,None,Yes,0,Bank Transfer,Monthly
CUST0337,49,Male,Flats,Footwear,50.09,Dallas,L,Brown,Fall,2.7,Yes,Free Shipping,30%,Yes,27,Debit Card,Rarely
CUST0338,69,Male,Dress,Clothing,93.36,Los Angeles,S,Red,Summer,3.9,No,Standard,None,No,19,Credit Card,Bi-Weekly
CUST0339,59,Male,Sweater,Clothing,53.51,Dallas,XS,Red,Fall,2.4,Yes,Next Day,30%,No,27,Bank Transfer,Rarely
CUST0340,22,Male,Dress,Clothing,44.22,Los Angeles,L,Pink,Spring,3.0,Yes,Standard,20%,No,30,Debit Card,Quarterly
CUST0341,35,Male,Dress,Clothing,123.23,Chicago,XXL,Grey,Spring,3.2,Yes,Standard,None,No,26,Credit Card,Monthly
CUST0342,36,Male,Flats,Footwear,46.55,Philadelphia,M,Grey,Summer,4.4,Yes,Next Day,10%,No,14,Bank Transfer,Quarterly
CUST0343,53,Male,Backpack,Accessories,147.21,Dallas,M,Purple,Fall,3.5,Yes,Express,None,Yes,13,Bank Transfer,Bi-Weekly
CUST0344,56,Female,Coat,Outerwear,285.89,Houston,XXL,Pink,Spring,3.7,No,Standard,20%,No,18,Cash,Monthly
CUST0345,57,Male,Loafers,Footwear,167.73,San Diego,XS,Purple,Spring,4.7,No,Free Shipping,20%,No,11,Credit Card,Monthly
CUST0346,69,Male,Belt,Accessories,30.28,New York,L,Grey,Winter,3.7,Yes,Express,None,Yes,19,PayPal,Monthly
CUST0347,64,Male,Boots,Footwear,90.18,Houston,XS,Black,Summer,3.4,Yes,Next Day,10%,Yes,29,Debit Card,Monthly
CUST0348,42,Female,Sunglasses,Accessories,24.15,Philadelphia,S,Black,Spring,4.8,No,Next Day,10%,No,26,Bank Transfer,Quarterly
CUST0349,67,Female,Hoodie,Clothing,127.77,Los Angeles,L,Green,Fall,3.5,Yes,Express,None,No,22,Bank Transfer,Rarely
CUST0350,54,Female,T-Shirt,Clothing,96.59,Seattle,S,Brown,Fall,3.3,No,Next Day,None,No,9,Bank Transfer,Bi-Weekly
CUST0351,24,Male,Jeans,Clothing,57.09,Los Angeles,M,Black,Winter,3.0,Yes,Free Shipping,None,No,28,Debit Card,Weekly
CUST0352,66,Male,Hoodie,Clothing,32.99,New York,XL,Pink,Spring,4.6,No,Free Shipping,20%,No,21,Debit Card,Monthly
CUST0353,35,Female,Shorts,Clothing,109.99,New York,L,White,Fall,4.5,Yes,Express,None,Yes,3,Cash,Rarely
CUST0354,37,Female,Skirt,Clothing,30.98,New York,XXL,Black,Spring,3.3,Yes,Free Shipping,None,No,7,Credit Card,Bi-Weekly
CUST0355,46,Female,Skirt,Clothing,176.4,Los Angeles,XS,White,Fall,4.3,No,Express,None,Yes,9,PayPal,Monthly
CUST0356,51,Male,Jacket,Clothing,141.74,Houston,XL,Yellow,Spring,4.4,Yes,Standard,None,No,0,Cash,Monthly
CUST0357,33,Female,Sandals,Footwear,177.35,Los Angeles,XXL,Red,Summer,3.3,No,Free Shipping,10%,No,14,Debit Card,Monthly
CUST0358,39,Female,Flats,Footwear,111.07,Philadelphia,XL,Purple,Summer,3.1,No,Express,None,Yes,0,Debit Card,Bi-Weekly
CUST0359,43,Male,Dress,Clothing,26.9,Phoenix,XL,White,Fall,3.5,No,Next Day,40%,No,24,Bank Transfer,Monthly
CUST0360,51,Male,Loafers,Footwear,208.54,San Diego,M,Purple,Winter,2.9,No,Free Shipping,None,Yes,22,Cash,Monthly
CUST0361,43,Female,Shorts,Clothing,130.21,Boston,M,Purple,Fall,2.6,No,Next Day,10%,No,0,PayPal,Quarterly
CUST0362,67,Female,Dress,Clothing,48.83,Los Angeles,XL,Brown,Fall,4.0,No,Next Day,20%,Yes,3,Debit Card,Quarterly
CUST0363,55,Male,Sweater,Clothing,32.89,Dallas,XL,Brown,Summer,3.5,No,Next Day,None,Yes,16,Credit Card,Weekly
CUST0364,57,Female,Flats,Footwear,172.19,Los Angeles,XL,Grey,Summer,3.2,No,Express,20%,Yes,20,Bank Transfer,Monthly
CUST0365,46,Male,T-Shirt,Clothing,20.61,Seattle,XL,Green,Fall,5.0,No,Next Day,10%,No,14,Cash,Monthly
CUST0366,19,Male,Belt,Accessories,146.88,New York,L,Black,Winter,3.8,Yes,Free Shipping,20%,No,16,Cash,Quarterly
CUST0367,63,Female,Flats,Footwear,183.94,Seattle,S,Yellow,Winter,3.6,No,Next Day,20%,No,16,Cash,Bi-Weekly
CUST0368,43,Female,Belt,Accessories,101.48,Boston,XS,Red,Fall,4.6,Yes,Next Day,20%,No,0,Cash,Monthly
CUST0369,50,Male,Windbreaker,Outerwear,204.57,Houston,S,Purple,Spring,4.7,Yes,Standard,20%,No,20,Cash,Quarterly
CUST0370,20,Male,Watch,Accessories,121.03,Houston,XXL,Blue,Summer,4.7,No,Express,None,No,1,Debit Card,Monthly
CUST0371,70,Male,Watch,Accessories,42.8,Phoenix,M,Green,Winter,5.0,Yes,Standard,None,No,19,Debit Card,Quarterly
CUST0372,32,Male,Handbag,Accessories,43.49,Boston,XL,Grey,Spring,4.8,No,Express,30%,No,16,PayPal,Monthly
CUST0373,29,Female,Jeans,Clothing,104.41,Chicago,XS,Pink,Winter,3.3,Yes,Express,None,No,29,Cash,Monthly
CUST0374,34,Female,Jacket,Clothing,114.67,Chicago,M,Brown,Fall,4.1,Yes,Express,10%,Yes,7,Bank Transfer,Quarterly
CUST0375,46,Female,Scarf,Accessories,78.26,Philadelphia,XL,White,Summer,3.2,No,Next Day,None,Yes,20,Debit Card,Quarterly
CUST0376,39,Female,Jacket,Clothing,156.35,Boston,XXL,Black,Fall,5.0,No,Next Day,None,No,29,Bank Transfer,Monthly
CUST0377,56,Female,Flats,Footwear,122.95,Boston,M,Purple,Summer,4.3,No,Express,None,No,19,PayPal,Quarterly
CUST0378,40,Male,Hoodie,Clothing,135.05,Dallas,XS,Green,Summer,4.4,Yes,Standard,None,No,6,PayPal,Monthly
CUST0379,41,Female,Flats,Footwear,54.73,New York,M,White,Summer,3.2,No,Standard,10%,No,19,Cash,Quarterly
CUST0380,36,Female,Flats,Footwear,175.19,New York,L,Grey,Summer,3.6,Yes,Next Day,None,No,21,Debit Card,Monthly
CUST0381,20,Female,Sweater,Clothing,102.45,Los Angeles,XL,Green,Summer,4.0,No,Free Shipping,20%,No,1,Cash,Bi-Weekly
CUST0382,26,Female,Heels,Footwear,64.71,Phoenix,M,Purple,Winter,3.5,No,Standard,None,No,12,Cash,Monthly
CUST0383,53,Male,Hoodie,Clothing,79.68,Phoenix,XL,Green,Winter,4.3,Yes,Standard,40%,Yes,28,PayPal,Bi-Weekly
CUST0384,57,Female,Scarf,Accessories,132.24,Seattle,L,Purple,Spring,3.1,Yes,Standard,None,No,9,Cash,Monthly
CUST0385,51,Female,Sunglasses,Accessories,42.11,Boston,XXL,Red,Spring,3.3,Yes,Next Day,10%,No,25,PayPal,Bi-Weekly
CUST0386,32,Male,Watch,Accessories,72.87,Chicago,S,Yellow,Winter,1.6,No,Next Day,20%,No,21,Cash,Bi-Weekly
CUST0387,70,Female,Sneakers,Footwear,172.06,Seattle,XXL,Red,Spring,5.0,No,Standard,None,Yes,1,Cash,Bi-Weekly
CUST0388,56,Female,T-Shirt,Clothing,76.77,Dallas,M,Purple,Summer,4.2,Yes,Standard,None,No,15,Cash,Quarterly
CUST0389,40,Female,Shorts,Clothing,169.44,Dallas,M,White,Fall,4.0,No,Next Day,None,No,14,Bank Transfer,Quarterly
